index,title,company,industry,location,salary,education,department,experience,language,skills,additional,relevance_score,summary,link
1,資料工程師,10 / 28資料工程師上洋產業股份有限公司,製造修配我們正在尋找一位對資料工程具備熱情與專業,新北市,"月薪 50,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132096607
2,資料工程師,10 / 27資料工程師居家先生股份有限公司,零售業,新北市,"月薪 40,000元",大學,N/A,N/A,N/A,SQL,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132035939
3,資料工程師(Data Engineer),10 / 27資料工程師 (Data Engineer)開元食品工業股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132162725
4,資料工程師(士林),10 / 29資料工程師(士林)Inventec_英業達股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,3,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132136754
5,AI資料工程師(桃園),10 / 29AI資料工程師(桃園)Inventec_英業達股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132017020
6,數據ETL/資料工程師,10 / 27數據ETL/資料工程師昇恒昌股份有限公司,N/A,台北市,"月薪 40,000元",大學,N/A,N/A,N/A,ETL,N/A,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132142003
7,IT資料工程師(Data Engineer),10 / 28IT資料工程師(Data Engineer)GARMIN 台灣國際航電股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"Python, SQL, Spark, Hadoop, Kafka, Airflow, Docker, Kubernetes, Linux, PostgreSQL",N/A,12,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112941919
8,資料工程師(資訊部),10 / 28資料工程師(資訊部)三立電視台(三立電視股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"AWS, Linux",N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130273796
9,D4000 JAVA資料工程師【台中】,10 / 27D4000 JAVA資料工程師 【台中】富邦媒體科技股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"Java, AWS, GCP",N/A,7,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113019436
10,科技金融_資料工程師,10 / 20科技金融_資料工程師中國信託商業銀行股份有限公司,金融_資料工程師中國信託商業,台北市,面議（經常性薪資達4萬元,碩士,N/A,N/A,N/A,N/A,需,3,10 / 20 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131932046
11,資料平臺工程師（資料開發 &資料庫設計方向）,10 / 26資料平臺工程師（資料開發 & 資料庫設計方向）洛芙瀾科技有限公司,N/A,新北市,"月薪 75,000元",大學,N/A,N/A,N/A,ETL,需,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132106768
12,資料庫助理工程師,10 / 27資料庫助理工程師合富資訊股份有限公司,N/A,台北市,"月薪 30,000元",專科,N/A,不拘,英文文件，需中等英文讀寫程度。,Linux,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112976317
13,資料文件處理工程師,10 / 28資料文件處理工程師韋僑科技股份有限公司,N/A,台中市,"月薪 29,500元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85888230
14,汽車資料支援工程師,10 / 27汽車資料支援工程師卡爾世達股份有限公司,N/A,新北市,"月薪 35,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132135891
15,D4000資料庫管理工程師,10 / 27D4000 資料庫管理工程師富邦媒體科技股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113019376
16,光罩資料處理工程師,10 / 29光罩資料處理工程師南亞科技股份有限公司,N/A,新北市,"月薪 41,000元",大學,N/A,不拘,N/A,Linux,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80037645
17,資料庫程式專案工程師,10 / 30資料庫程式專案工程師頂祺實業股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,3,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98929275
18,D4000Y資料倉儲數據工程師,10 / 27D4000Y 資料倉儲數據工程師富邦媒體科技股份有限公司,媒體科技股份有限公司(富邦momo)｜百貨相關我們在尋找具有熱情、創新和技術專業,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,3,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130301829
19,[Server]資料庫工程師DBA(桃園),10 / 29[Server]資料庫工程師DBA(桃園)Inventec_英業達股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130444544
20,Data Scientist(資料科學家/AI工程師),10 / 28Data Scientist(資料科學家/AI 工程師)李長榮化學工業股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,碩士,N/A,不拘,N/A,N/A,N/A,5,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132114337
21,【MyGo AI大數據】Proptech/Fintech資料科學家/AI 機器學習工程師,10 / 27【MyGo AI大數據】Proptech/Fintech資料科學家/AI 機器學習工程師平安房屋仲介股份有限公司,N/A,台北市,"年薪 1,000,000元",大學,N/A,不拘,N/A,Python,N/A,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130412556
22,國網中心_AI資料中心專案工程師-台南/沙崙(計畫114_05_2),10 / 27國網中心_AI 資料中心專案工程師-台南/沙崙(計畫114_05_2)財團法人國家實驗研究院｜職業團體負責資料中心相關建置工程監督及品質管理作業。,N/A,台南市,"月薪 37,000元",大學,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131924626
23,國網中心_專案資料品質工程師_新竹或台南(計畫114_19_3),10 / 27國網中心_專案資料品質工程師_新竹或台南(計畫114_19_3)財團法人國家實驗研究院,N/A,新竹市,"月薪 36,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132085236
24,國網中心_專案資料處理工程師_新竹或台南(計畫114_19_2),10 / 27國網中心_專案資料處理工程師_新竹或台南(計畫114_19_2)財團法人國家實驗研究院｜職業團體1.生醫資料檢核平台開發與維運,N/A,新竹市,"月薪 36,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132085231
25,技術工程類 - 軟體設計工程師- 系統/資料庫管理【高雄】,10 / 28技術工程類 - 軟體設計工程師 - 系統/資料庫管理【高雄】日月光半導體製造股份有限公司,軟體設計工程師 - 系統/資料庫管理【高雄】日月光半導體製造股份有限公司｜半導體製造應數位企業,高雄市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,需,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130267951
26,工研院南分院_感測器與前端資料整合工程師(六甲/L000),10 / 27工研院南分院_感測器與前端資料整合工程師(六甲/L000)財團法人工業技術研究院｜工商顧問服務熟悉類比/數位訊號處理、ADC(類比數位轉換)電路設計與降噪技術，能確保資料品質與精度。,N/A,台南市,面議（經常性薪資達4萬元,碩士,N/A,不拘,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132143987
27,D4000資料科學家,10 / 27D4000 資料科學家富邦媒體科技股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113019430
28,國網中心_震測資料分析專案工程師_新竹或台中(計畫114_08_2),10 / 30國網中心_震測資料分析專案工程師_新竹或台中(計畫114_08_2)財團法人國家實驗研究院｜職業團體地質震測資料分析與建模技術研發。,N/A,新竹市,"月薪 38,600元",碩士,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132170840
29,資料科學家(AI工程師)-AI系統二team【全家便利商店關係企業】,10 / 29資料科學家(AI工程師)-AI系統二team【全家便利商店關係企業】精藤股份有限公司,N/A,台北市,"年薪 800,000元",大學,N/A,N/A,N/A,N/A,N/A,5,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131957608
30,DBA資料庫管理師,10 / 27DBA資料庫管理師暘昇資訊有限公司,資訊有限公司｜電腦軟體相關執行業,台北市,"月薪 60,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132015450
31,工程師,10 / 28工程師久松營造股份有限公司,N/A,新北市,"月薪 55,000元",專科,N/A,N/A,N/A,N/A,N/A,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92166272
32,工程師,10 / 28工程師久松營造股份有限公司,N/A,台北市,"月薪 55,000元",專科,N/A,N/A,N/A,N/A,N/A,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92166274
33,工程師,10 / 29工程師百大工程顧問股份有限公司,N/A,台中市,"月薪 31,000元",專科,N/A,無經驗可,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130389340
34,工程師,10 / 27工程師盛泰機電有限公司,N/A,高雄市,"月薪 36,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131990586
35,工地主任工程師/工程師,10 / 25工地主任工程師/工程師鴻燊營造有限公司,N/A,新北市,面議（經常性薪資達4萬元,國中,N/A,不拘,N/A,N/A,N/A,1,10 / 25 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132042610
36,工程師,10 / 30工程師開源營造股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,需,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130305967
37,工程師,10 / 27工程師鑫嶸科技股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,N/A,N/A,3,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132158829
38,工程師,10 / 29工程師文元營造有限公司,N/A,台中市,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99044246
39,資安工程師(軟體工程師),10 / 21資安工程師(軟體工程師)國軍桃園總醫院附設民眾診療服務處｜醫院2.處理醫療系統惡意攻擊或資料外洩事件的調查與應變。,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132065032
40,水電工程師/助理工程師,10 / 29水電工程師/助理工程師協原動能股份有限公司,N/A,屏東縣,"月薪 30,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92125521
41,SRE工程師,10 / 27SRE工程師神腦國際企業股份有限公司,N/A,新北市,"月薪 50,000元",專科,N/A,N/A,N/A,Python,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130205664
42,MIS工程師,10 / 27MIS工程師滿慶科技股份有限公司,資訊作業,高雄市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113016654
43,Java工程師,10 / 29Java工程師痞客科技有限公司,N/A,台中市,"月薪 40,000元",大學,N/A,N/A,N/A,Java,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132154627
44,SAP工程師,10 / 28SAP工程師力晶積成電子製造股份有限公司,N/A,新竹市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/57040758
45,📢工程師,10 / 27📢工程師凱富建設有限公司,N/A,台中市,"月薪 40,000元",不拘,N/A,不拘,N/A,N/A,具品管、勞安證照,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130223206
46,生產製程工程師/助理工程師,10 / 29生產製程工程師/助理工程師聯亞光電工業股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130355360
47,PHP工程師,10 / 29PHP工程師痞客科技有限公司,N/A,台中市,"月薪 40,000元",大學,N/A,N/A,N/A,PHP,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132154631
48,AI工程師,3.協助公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91162853
49,"▼工程師(55,000)","10 / 30▼工程師(55,000)久松營造股份有限公司",N/A,新北市,"月薪 55,000元",專科,N/A,N/A,N/A,N/A,N/A,0,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132169231
50,"▼工程師(55,000)","10 / 30▼工程師(55,000)久松營造股份有限公司",N/A,台北市,"月薪 55,000元",專科,N/A,N/A,N/A,N/A,N/A,0,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132169232
51,Java工程師,10 / 29Java工程師台驊國際物流股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"Java, Git",N/A,1,10 / 29 ｜ 6 ~ 10 人應徵,https://www.1111.com.tw/job/132135702
52,生產製程工程師/助理工程師,10 / 29生產製程工程師/助理工程師聯亞光電工業股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130355360
53,電機工程師/助理工程師(高雄),10 / 27電機工程師/助理工程師(高雄)紐鉑系統股份有限公司,N/A,高雄市,"月薪 30,000元",高中職,N/A,不拘,N/A,N/A,N/A,0,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132033545
54,SAP BI 開發工程師/ 高級工程師,10 / 28SAP BI 開發工程師/ 高級工程師群光電子股份有限公司,N/A,新北市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132145125
55,流程助理工程師/工程師(竹南),10 / 26流程助理工程師/工程師(竹南)中欣集團-中欣行股份有限公司(中欣工程行/中鑫股份有限公司,N/A,苗栗縣,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85248906
56,製程設計工程師(方法工程師),10 / 30製程設計工程師(方法工程師)瑞弘冷凍科技股份有限公司,N/A,新北市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130264990
57,現場工程師(工地現場工程師),10 / 30現場工程師(工地現場工程師)日元營造有限公司,N/A,彰化縣,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131919628
58,BIM工程師,10 / 30BIM工程師統營營造股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92257614
59,CAD工程師,10 / 28CAD工程師采邑文化創意精品｜文創╱藝術服務負責施工前審核資料的準備，安排特製元件預組裝及現場物料規劃，確保供應鏈順暢及下游廠商施工進度依時完成。,N/A,新竹市,"月薪 42,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79558715
60,現場工程師/品管工程師(公館),10 / 25現場工程師/品管工程師(公館)福清營造股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 25 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98537446
61,研發工程師,10 / 26研發工程師睿士科技股份有限公司,N/A,桃園市,"月薪 38,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132144956
62,系統工程師,10 / 30系統工程師西基電腦動畫股份有限公司,媒體相關伺服器網站管理維護、作業,台北市,"月薪 35,000元",大學,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80151931
63,工地工程師,10 / 28工地工程師和泰興營建機構｜土木工程1.規劃並確保各施工階段之可行性與安全性無虞、與施工者協商，確定施工計畫、水準及程序,N/A,台北市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130206826
64,助理工程師,09 / 08助理工程師東明機械有限公司,N/A,新竹縣,"月薪 28,590元",高中職,N/A,不拘,N/A,N/A,N/A,1,09 / 08 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91121207
65,內業工程師,10 / 23內業工程師朝泰工程顧問有限公司,N/A,彰化縣,"月薪 32,000元",專科,背景佳,不拘,N/A,N/A,需,1,10 / 23 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132165206
66,助理工程師,10 / 27助理工程師和泰興營建機構｜土木工程1.協助資深工程師進行工程技術方案的制定與實施，提升工程效率與效果,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132133664
67,數據工程 資深工程師/工程師（土城）,10 / 22數據工程 資深工程師/工程師 （土城）鴻海精密工業股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,3,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132011055
68,軟體工程師,10 / 27軟體工程師天祥醫院｜醫院1.HTML、PHP、ASP、JAVASCRIPT、Web App等網頁程式,N/A,桃園市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,"Java, SQL, JavaScript, PHP",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131957380
69,程式工程師,10 / 26程式工程師天主教花蓮教區醫療財團法人｜醫院1.伺服器管理,N/A,,"月薪 34,000元",大學,N/A,N/A,N/A,N/A,N/A,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97380176
70,品管工程師,10 / 26品管工程師協德機電工程有限公司,N/A,台南市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132167618
71,助理工程師,10 / 27助理工程師昌勝工程顧問股份有限公司,N/A,彰化縣,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85124369
72,資訊工程師,10 / 30資訊工程師安心整合室內裝修設計有限公司,N/A,新北市,"月薪 45,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/86019706
73,設備工程師,10 / 29設備工程師聯生包裝有限公司,N/A,台南市,"月薪 40,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113091187
74,土木工程師,10 / 29土木工程師世博工程顧問有限公司,建築工程應徵內業,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132070936
75,土木工程師,10 / 26土木工程師世博工程顧問有限公司,建築工程應徵內業,高雄市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,0,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/77080621
76,水電工程師,10 / 29水電工程師唐屋科技開發有限公司,N/A,台北市,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91132553
77,現場工程師,10 / 27現場工程師東耘營造工程有限公司,N/A,高雄市,"月薪 45,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/78590018
78,C# .NET工程師,10 / 29C# .NET 工程師寰宇數位股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,C#,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99006817
79,【資訊】SQL Server資料庫管理人員-DBA,10 / 27【資訊】SQL Server資料庫管理人員-DBA群益金鼎證券股份有限公司,N/A,台北市,"月薪 35,000元",專科,N/A,不拘,N/A,SQL,N/A,3,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98758001
80,資訊工程師,10 / 29資訊工程師精華光學股份有限公司,N/A,新北市,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,需,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132143193
81,軟體工程師,10 / 26軟體工程師三井餐飲事業有限公司,軟體工程師三井餐飲事業,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132089799
82,軟體工程師,10 / 27軟體工程師奇正科技股份有限公司,N/A,桃園市,"月薪 30,000元",專科,N/A,不拘,N/A,Linux,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97485343
83,網站工程師,10 / 26網站工程師洛芙瀾科技有限公司,N/A,新北市,"月薪 60,000元",高中職,N/A,N/A,N/A,"SQL, AWS",N/A,6,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132032319
84,軟體工程師,10 / 27軟體工程師瀚宇博德股份有限公司,軟體工程師瀚宇博德股份有限公司｜印刷電路板製造業,桃園市,"月薪 40,000元",專科,N/A,不拘,N/A,"Java, C#",N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132017769
85,數化工程師,10 / 23數化工程師系統上線資訊股份有限公司,N/A,台北市,"月薪 30,000元",高中職,N/A,不拘,N/A,N/A,需,1,10 / 23 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91644700
86,軟體工程師,10 / 30軟體工程師月眉國際開發股份有限公司,N/A,台中市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,需,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76578056
87,繪圖工程師,10 / 29繪圖工程師健椿工業股份有限公司,N/A,彰化縣,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/78602620
88,水電工程師,10 / 28水電工程師苗凰水電工程有限公司,N/A,新竹縣,"月薪 35,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103865771
89,系統工程師,10 / 26系統工程師系統噴霧有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,需,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132098519
90,內業工程師,10 / 27內業工程師參暘工程有限公司,N/A,高雄市,"月薪 42,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130261521
91,製程工程師,10 / 30製程工程師盈豐材料股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113121489
92,產品工程師,10 / 26產品工程師兆勁科技股份有限公司,N/A,苗栗縣,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91543485
93,助理工程師,10 / 27助理工程師天盛資訊股份有限公司,資訊作業,新北市,"月薪 35,000元",大學,N/A,N/A,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85882966
94,資訊工程師,10 / 30資訊工程師中鋼轉投資_宏利汽車部件股份有限公司,N/A,屏東縣,"月薪 35,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131942932
95,後端工程師,10 / 28後端工程師盛大資訊股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,SQL,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103839994
96,資訊工程師,10 / 30資訊工程師台灣銀谷有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132070440
97,研發工程師,10 / 30研發工程師益業綠能科技股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130433959
98,系統工程師,10 / 25系統工程師尚鉞科技有限公司,N/A,新北市,面議（經常性薪資達4萬元,國中,N/A,不拘,N/A,N/A,N/A,1,10 / 25 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131987013
99,機電工程師,10 / 26機電工程師宇泰豐科技實業股份有限公司,N/A,雲林縣,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132095338
100,弱電工程師,10 / 30弱電工程師光盾科技有限公司,N/A,台北市,"月薪 35,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130225386
101,製程工程師,10 / 27製程工程師佑益科技實業股份有限公司,N/A,台中市,"月薪 32,000元",專科,N/A,不拘,N/A,Excel,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132006867
102,內業工程師,10 / 29內業工程師聖大營造股份有限公司,N/A,台中市,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98755984
103,●營建工程師,10 / 27●營建工程師渲洋國際室內裝修設計股份有限公司,N/A,台北市,"月薪 50,000元",專科,N/A,不拘,N/A,N/A,N/A,0,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91457149
