index,title,company,industry,location,salary,education,department,experience,language,skills,additional,relevance_score,summary,link
190,Kubernetes管理工程師,10 / 28Kubernetes管理工程師力晶積成電子製造股份有限公司,N/A,新竹市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,Kubernetes,N/A,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131987268
191,ERP 系統工程師,10 / 27ERP 系統工程師神腦國際企業股份有限公司,N/A,新北市,"月薪 60,000元",專科,N/A,N/A,N/A,"軟體程式設計， 資料庫軟體應用10 / 27 ｜ 1 ~ 5 人應徵新北市新店區月薪 60,000元以上專科以上5 年以上經驗10 / 27 ｜ 1 ~ 5 人應徵應 徵",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99029402
192,資訊工程師(MIS),10 / 27資訊工程師(MIS)全國數位有線電視股份有限公司,N/A,新北市,"月薪 28,590元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97516914
193,Sr. Asp.Net Internet工程師,10 / 27Sr. Asp.Net Internet工程師德義資訊股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,"Java, SQL, C#",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76811956
194,T606-SAP ERP工程師,10 / 28T606-SAP ERP工程師和淞科技股份有限公司,N/A,新竹縣,"月薪 38,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132100807
195,IT系統工程師,10 / 30IT系統工程師恒耀工業股份有限公司,N/A,台南市,"月薪 37,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132094447
196,QE品質工程師,10 / 28QE品質工程師誼山精機股份有限公司,N/A,桃園市,"月薪 38,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97411728
197,Node.JS軟體工程師,10 / 29Node.JS軟體工程師系統上線資訊股份有限公司,N/A,台北市,"月薪 35,000元",專科,N/A,N/A,N/A,"SQL, MySQL, PostgreSQL, MongoDB",N/A,6,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/80200494
198,高階 C#.NET工程師,10 / 26高階 C#.NET 工程師歐比斯有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"SQL, C#",N/A,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97394240
199,MIS資訊工程師,10 / 29MIS資訊工程師旭春股份有限公司,N/A,台中市,"月薪 33,000元",大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132104368
200,高雄區工程師,10 / 30高雄區 工程師力捷實業有限公司,N/A,高雄市,"月薪 42,000元",專科,N/A,不拘,N/A,N/A,需,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130423416
201,【資訊】AI工程師,10 / 27【資訊】AI工程師群益金鼎證券股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 6 ~ 10 人應徵,https://www.1111.com.tw/job/131955994
202,DA00：廠務工程師,10 / 30DA00：廠務工程師中鼎集團_中鼎化工股份有限公司,N/A,桃園市,"月薪 41,000元",大學,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131312780
203,品証工程師(QA),10 / 28品証工程師(QA)三井艾喜緹機能膜股份有限公司,製造★歡迎加入大手日商企業,高雄市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113004610
204,NET網站工程師,10 / 28NET網站工程師梅爵數位創意股份有限公司,N/A,台北市,"月薪 50,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132133354
205,資深IT工程師,10 / 28資深IT工程師三香科技股份有限公司,N/A,台南市,"月薪 36,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130389560
206,MIS程式工程師,10 / 29MIS程式工程師福麟系統整合股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,"Java, JavaScript",N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/59312258
207,(Taipei) Asp.Net Internet工程師,10 / 27(Taipei) Asp.Net Internet工程師德義資訊股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,"Java, SQL, C#",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76811962
208,BPM(高級)工程師,09 / 12BPM(高級)工程師東碩資訊股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,2,09 / 12 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103698797
209,PHP後端工程師,10 / 28PHP後端工程師梅爵數位創意股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,PHP,需,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85100170
210,CAM助理工程師,10 / 29CAM助理工程師耀新電子股份有限公司,電子股份有限公司｜印刷電路板製造業,桃園市,"月薪 30,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132033458
211,【外派】IE工程師,10 / 27【外派】IE工程師瀚宇博德股份有限公司,製造業,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/58386241
212,監造工程師K,10 / 29監造工程師K國產建材實業股份有限公司,N/A,台北市,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113117958
213,ERP系統工程師,10 / 30ERP系統工程師元成工業股份有限公司,N/A,彰化縣,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79807735
214,BIM 繪圖工程師,10 / 30BIM 繪圖工程師台灣國際公寓大廈管理維護有限公司,N/A,台中市,"月薪 45,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132111068
215,BIM專案工程師,10 / 28BIM專案工程師琩裕營造有限公司,建築╱礦業,苗栗縣,"月薪 65,000元",大學,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132065049
216,消防設計工程師/副工程師【高雄分公司】,10 / 30消防設計工程師/副工程師【高雄分公司】正德防火工業股份有限公司,N/A,高雄市,"月薪 33,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130381066
217,營造工程師/品管工程師(桃園區(公共工程)),10 / 29營造工程師/品管工程師(桃園區(公共工程))嘉崴營造工程有限公司,N/A,桃園市,"月薪 45,000元",高中職,N/A,N/A,N/A,N/A,需,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131954478
218,工研院資通所_資料標註實習生(W103),10 / 27工研院資通所_資料標註實習生(W103)財團法人工業技術研究院｜工商顧問服務資料標註及,N/A,新竹縣,,大學,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132060503
219,營造工程師/品管工程師(板橋區(公共工程)),10 / 29營造工程師/品管工程師(板橋區(公共工程))嘉崴營造工程有限公司,N/A,新北市,"月薪 45,000元",高中職,N/A,N/A,N/A,N/A,需,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113013918
220,消防監造工程師/副工程師【新竹縣湖口鄉】,10 / 30消防監造工程師/副工程師【新竹縣湖口鄉】正德防火工業股份有限公司,N/A,新竹縣,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130232940
221,現場工程師(大寮),10 / 29現場工程師(大寮)詠泓水電工程有限公司,N/A,高雄市,"月薪 50,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103913026
222,消防監造工程師/副工程師【台中市后里區】,10 / 30消防監造工程師/副工程師【台中市后里區】正德防火工業股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130318753
223,消防監造工程師/副工程師【台中市潭子區】,10 / 30消防監造工程師/副工程師【台中市潭子區】正德防火工業股份有限公司,N/A,台中市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132161693
224,全端開發工程師,10 / 28全端開發工程師南亞科技股份有限公司,N/A,新北市,"月薪 41,000元",大學,N/A,不拘,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132082104
225,消防監造工程師/副工程師【桃園市大溪區】,10 / 30消防監造工程師/副工程師【桃園市大溪區】正德防火工業股份有限公司,N/A,桃園市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132141053
226,軟體開發工程師,10 / 27軟體開發工程師台科電科技股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"SQL, Git, MySQL",需,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130234130
227,程式設計工程師,10 / 27程式設計工程師台塑企業｜塑膠製品製造1.資料中心規劃。,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103875338
228,機械設計工程師,10 / 27機械設計工程師旭春股份有限公司,N/A,台中市,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/77055311
229,機電助理工程師,10 / 29機電助理工程師中工機電工程股份有限公司,N/A,台中市,"月薪 32,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103751792
230,系統維運工程師,10 / 29系統維運工程師多采工程顧問有限公司,資訊安全作業,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,3,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132163503
231,[台南]電力工程師,10 / 27[台南]電力工程師宇軒綠能股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132086814
232,研發工程師/內湖,10 / 30研發工程師/內湖仁大資訊股份有限公司,N/A,台北市,"月薪 33,000元",大學,N/A,N/A,語言:熟悉Java、Python者佳。,"Python, Java, SQL, MySQL",N/A,4,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131992762
233,MIS工程師(總公司),10 / 27MIS工程師 (總公司)瑞商建材股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130443809
234,光學分析工程師,10 / 30光學分析工程師先進光電科技股份有限公司,N/A,台中市,"月薪 35,000元",專科,N/A,不拘,N/A,Excel,需,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130217549
235,機電工程師( 高雄 ),10 / 22機電工程師 ( 高雄 )華承企業有限公司,N/A,高雄市,"月薪 50,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131955821
236,📌開發工程師📌,10 / 28📌開發工程師📌建興安泰工業股份有限公司,N/A,彰化縣,"月薪 33,000元",大學,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91585370
237,消防監造工程師/副工程師【台南市善化區】,10 / 30消防監造工程師/副工程師【台南市善化區】正德防火工業股份有限公司,N/A,台南市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132086104
238,消防監造工程師/副工程師【高雄市前鎮區】,10 / 30消防監造工程師/副工程師【高雄市前鎮區】正德防火工業股份有限公司,N/A,高雄市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130441000
239,電控工程師(桃園),10 / 26電控工程師(桃園)東海冷凍股份有限公司,N/A,桃園市,"月薪 35,000元",國中,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132078340
240,網路系統工程師,10 / 26網路系統工程師觀智宅科技股份有限公司,N/A,台北市,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130241182
241,軟體工程師(擴編),10 / 27軟體工程師(擴編)銓崴國際有限公司,N/A,高雄市,"月薪 33,500元",專科,N/A,不拘,N/A,"Java, JavaScript, C#",N/A,1,10 / 27 ｜ 6 ~ 10 人應徵,https://www.1111.com.tw/job/132156875
242,AI軟體工程師(G0),10 / 21AI軟體工程師(G0)凌群電腦股份有限公司,軟體工程師(G0)凌群電腦股份有限公司｜電腦系統整合服務相關結合特定產業,台北市,"月薪 33,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103820495
243,開發助理工程師,10 / 27開發助理工程師億豐金屬工業股份有限公司,N/A,彰化縣,"月薪 29,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132060977
244,軟體開發工程師,"10 / 27軟體開發工程師天主教耕莘醫療財團法人永和耕莘醫院｜醫院程式設計.系統開發.資料庫維護.系統維護,程式語言:JAVA,C#,ASP,ASP.NET",N/A,新北市,"月薪 32,000元",大學,10 / 27 ｜ 1 ~ 5 人應徵新北市永和區月薪 32,N/A,"語言:JAVA,C#,ASP,ASP.NET","Java, SQL, C#, Excel",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/56401072
245,Sr. Asp.Net 軟體工程師,10 / 27Sr. Asp.Net 軟體工程師德義資訊股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,"Java, SQL, C#",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76811952
246,(Taipei) Asp.Net 軟體工程師,10 / 27(Taipei) Asp.Net 軟體工程師德義資訊股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,不拘,N/A,不拘,N/A,"Java, SQL, C#",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76811955
247,(台東)監造工程師,10 / 30(台東)監造工程師陳沛淳建築師事務所｜建築設計編製監造報表，統整進度、品質及安全資料，撰寫專業分析報告。,建築師事務所｜建築設計編製監造報表，統整進度、品質及安全資料，撰寫專業,,,專科,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98775445
248,工程師-台南 (DL-14221),10 / 15工程師-台南 (DL-14221)恩茂科技股份有限公司,N/A,台南市,"月薪 32,000元",專科,N/A,無經驗可,N/A,N/A,N/A,1,10 / 15 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132155067
249,研發軟體工程師,10 / 30研發軟體工程師國興資訊股份有限公司,N/A,台中市,"月薪 40,000元",大學,N/A,N/A,N/A,"Java, SQL, JavaScript, C#, Git",N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132102329
250,開發產品工程師,10 / 26開發產品工程師三益制動科技股份有限公司,N/A,台南市,"月薪 37,000元",不拘,N/A,不拘,N/A,N/A,需,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97423741
251,FAE工程師/半導體,10 / 27FAE工程師/半導體致茂電子股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131311686
252,軟體開發工程師,10 / 29軟體開發工程師聖島國際專利商標聯合事務所｜其他專業╱科學╱技術2.負責專案系統維護與資料庫管理。,軟體開發工程師聖島國際專利商標聯合事務所｜其他專業,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98759998
253,軟體工程師(擴編),10 / 27軟體工程師(擴編)銓崴國際有限公司,N/A,高雄市,"月薪 33,500元",專科,N/A,不拘,N/A,"Java, JavaScript, C#",N/A,1,10 / 27 ｜ 6 ~ 10 人應徵,https://www.1111.com.tw/job/132156875
254,AI軟體工程師(G0),10 / 21AI軟體工程師(G0)凌群電腦股份有限公司,軟體工程師(G0)凌群電腦股份有限公司｜電腦系統整合服務相關結合特定產業,台北市,"月薪 33,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103820495
255,軟體開發工程師,"10 / 27軟體開發工程師天主教耕莘醫療財團法人永和耕莘醫院｜醫院程式設計.系統開發.資料庫維護.系統維護,程式語言:JAVA,C#,ASP,ASP.NET",N/A,新北市,"月薪 32,000元",大學,10 / 27 ｜ 1 ~ 5 人應徵新北市永和區月薪 32,N/A,"語言:JAVA,C#,ASP,ASP.NET","Java, SQL, C#, Excel",N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/56401072
256,(台東)監造工程師,10 / 30(台東)監造工程師陳沛淳建築師事務所｜建築設計編製監造報表，統整進度、品質及安全資料，撰寫專業分析報告。,建築師事務所｜建築設計編製監造報表，統整進度、品質及安全資料，撰寫專業,,,專科,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98775445
257,現場土木工程師,10 / 29現場土木工程師森貴國際有限公司,N/A,彰化縣,"月薪 50,000元",不拘,N/A,不拘,N/A,N/A,N/A,0,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132091681
258,研發軟體工程師,10 / 30研發軟體工程師國興資訊股份有限公司,N/A,台中市,"月薪 40,000元",大學,N/A,N/A,N/A,"Java, SQL, JavaScript, C#, Git",N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132102329
259,開發產品工程師,10 / 26開發產品工程師三益制動科技股份有限公司,N/A,台南市,"月薪 37,000元",不拘,N/A,不拘,N/A,N/A,需,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97423741
260,機電工程師-南港,10 / 27機電工程師-南港福麟系統整合股份有限公司,N/A,台北市,"月薪 36,500元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113106782
261,客服工程師(三重),10 / 29客服工程師(三重)江村聯合診所｜診所有資料庫使用經驗(MSSQL)。,N/A,新北市,"月薪 30,000元",大學,N/A,不拘,N/A,SQL,N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92120774
262,網路系統工程師,10 / 29網路系統工程師緯來電視網股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103863229
263,QC Engineer (品管工程師),10 / 29QC Engineer (品管工程師)韓商三星物產營造股份有限公司台灣分公司,N/A,桃園市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103807576
264,A112 -工程師(Location:中壢),10 / 27A112 - 工程師 (Location:中壢)朋億股份有限公司,N/A,桃園市,"月薪 33,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91300251
265,助理工程師(北部),10 / 26助理工程師(北部)艾普力科技有限公司,N/A,新竹縣,"月薪 36,000元",高中職,N/A,不拘,N/A,N/A,N/A,0,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132147627
266,Android工程師(資訊部),10 / 26Android工程師 (資訊部)三立電視台(三立電視股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130173697
267,製程工程師-擴編,10 / 26製程工程師-擴編統奕包裝股份有限公司,N/A,台南市,"月薪 36,000元",大學,N/A,N/A,N/A,N/A,N/A,0,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132097320
268,電機(助理)工程師,10 / 30電機(助理)工程師國喬石油化學股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131958208
269,【台中】設計工程師,10 / 27【台中】設計工程師矽品精密工業股份有限公司,N/A,台中市,"月薪 48,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98589057
270,系統工程師(台北),10 / 30系統工程師(台北)惠隆資訊股份有限公司,N/A,台北市,"月薪 33,000元",專科,N/A,N/A,N/A,N/A,需,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97379227
271,消防監造工程師/副工程師【台中市潭子區】,10 / 30消防監造工程師/副工程師【台中市潭子區】正德防火工業股份有限公司,N/A,台中市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132161693
272,消防監造工程師/副工程師【桃園市大溪區】,10 / 30消防監造工程師/副工程師【桃園市大溪區】正德防火工業股份有限公司,N/A,桃園市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132141053
273,機電設計工程師,09 / 23機電設計工程師鴻洋遊艇股份有限公司,N/A,高雄市,"月薪 35,000元",專科,N/A,無經驗可,N/A,N/A,N/A,1,09 / 23 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97379152
274,模具設計工程師,10 / 29模具設計工程師富詮工業股份有限公司,製造部門試產作業,高雄市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,需,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130283063
275,機電繪圖工程師,10 / 30機電繪圖工程師東騰開發股份有限公司,N/A,台北市,"月薪 45,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98909054
276,外業工程師(桃園),10 / 30外業工程師(桃園)中麟營造股份有限公司,N/A,桃園市,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103813096
277,外業工程師(南港),10 / 30外業工程師(南港)中麟營造股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130181318
278,外業工程師(高雄),10 / 30外業工程師(高雄)中麟營造股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103867313
279,軟體開發工程師,10 / 29軟體開發工程師鉅侖科技股份有限公司,N/A,高雄市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132068865
280,研發繪圖工程師,10 / 27研發繪圖工程師富偉精機股份有限公司,N/A,彰化縣,"月薪 30,000元",專科,N/A,不拘,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79738995
281,業務/助理工程師,10 / 27業務/助理工程師萬機鋼鉄工業股份有限公司,N/A,高雄市,"月薪 33,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/86028424
282,資深網路工程師,10 / 27資深網路工程師聯鈞光電股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132096865
283,機電設計工程師,09 / 23機電設計工程師鴻洋遊艇股份有限公司,N/A,高雄市,"月薪 35,000元",專科,N/A,無經驗可,N/A,N/A,N/A,1,09 / 23 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97379152
284,【北區】業務工程師,10 / 26【北區】業務工程師鴻池實業股份有限公司,製造修配具備英文溝通能力，有業,桃園市,"月薪 35,000元",專科,N/A,不拘,英文溝通能力，有業務經驗者優先取用,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112992429
285,系統維運工程師,10 / 29系統維運工程師麥斯科技有限公司,N/A,台北市,"月薪 28,590元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98967171
286,硬體測試工程師,10 / 30硬體測試工程師宸言科技有限公司,N/A,台北市,"月薪 40,000元",專科,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132026029
287,研發繪圖工程師,10 / 27研發繪圖工程師富偉精機股份有限公司,N/A,彰化縣,"月薪 30,000元",專科,N/A,不拘,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79738995
288,生產設備工程師,10 / 30生產設備工程師蜂勝股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130401301
289,新北-工務工程師,10 / 26新北-工務工程師眾孚企業有限公司,N/A,新北市,"月薪 45,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130195356
290,助理工程師(北區),10 / 27助理工程師 (北區)元大消防工程股份有限公司,N/A,台北市,"月薪 38,000元",專科,N/A,不拘,N/A,N/A,願意,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85065948
